date,year,month,quarter,country_code,commodity_code,country,commodity,unit,price_usd,price_local_currency,currency_code,exchange_rate,volume_traded,market_volatility_index,economic_cycle_phase,price_change_pct,is_anomaly
2015-01,2015,1,1,VN,PLA,Vietnam,Plastic,USD/ton,899.1905,22090873.7062,VND,24567.512521,10417,10.389,expansion,-18.255,true
2015-01,2015,1,1,VN,CTN,Vietnam,Cotton,USD/ton,1254.4818,30733651.6192,VND,24499.081468,16781,11.729,expansion,-16.368,false
2015-01,2015,1,1,VN,SLC,Vietnam,Silicon,USD/ton,1698.1248,41951701.4832,VND,24704.722163,6239,16.984,expansion,-22.813,true
2015-01,2015,1,1,VN,ALM,Vietnam,Aluminum,USD/ton,1102.5591,27207683.4439,VND,24676.848121,26076,19.69,expansion,-41.971,true
2015-01,2015,1,1,VN,LIT,Vietnam,Lithium,USD/ton,11624.8972,287072112.0345,VND,24694.593526,44783,22.875,expansion,-22.501,true
2015-01,2015,1,1,VN,NIC,Vietnam,Nickel,USD/ton,8315.5552,206041100.3028,VND,24777.792363,18815,26.211,expansion,-40.603,true
2015-01,2015,1,1,VN,REE,Vietnam,Rare Earth,USD/ton,36236.3166,898248283.0623,VND,24788.619986,16264,24.816,expansion,-19.475,true
2015-01,2015,1,1,VN,SEM,Vietnam,Semiconductors,USD/unit,4.5955,112695.51,VND,24523.209168,32552,15.756,expansion,-16.446,false
2015-01,2015,1,1,VN,RBR,Vietnam,Rubber,USD/ton,1131.4668,27478078.2097,VND,24285.360448,35582,12.713,expansion,-19.181,true
2015-01,2015,1,1,VN,TIM,Vietnam,Timber,USD/m³,287.0876,7066967.332,VND,24616.068958,23922,13.291,expansion,-17.975,false
2015-01,2015,1,1,VN,CEM,Vietnam,Cement,USD/ton,97.2731,2405313.8411,VND,24727.422864,28575,10.629,expansion,-18.939,true
2015-01,2015,1,1,VN,GLS,Vietnam,Glass,USD/ton,658.1501,16216154.5832,VND,24638.989809,8621,11.206,expansion,-17.731,false
2015-01,2015,1,1,VN,PAP,Vietnam,Paper,USD/ton,528.7993,12953657.622,VND,24496.361138,46024,10.526,expansion,-18.646,true
2015-01,2015,1,1,BR,STL,Brazil,Steel,USD/ton,279.248,1380.5598,BRL,4.943849,7663,18.281,expansion,-37.945,true
2015-01,2015,1,1,BR,COP,Brazil,Copper,USD/ton,3682.9384,18432.9294,BRL,5.004952,17316,20.775,expansion,-36.501,true
2015-01,2015,1,1,BR,PLA,Brazil,Plastic,USD/ton,958.9802,4789.4824,BRL,4.99435,28170,8.487,expansion,-12.82,false
2015-01,2015,1,1,BR,CTN,Brazil,Cotton,USD/ton,1343.8062,6785.4316,BRL,5.049412,9453,9.645,expansion,-10.413,false
2015-01,2015,1,1,BR,SLC,Brazil,Silicon,USD/ton,1974.3727,9880.1818,BRL,5.004213,45495,12.59,expansion,-10.256,false
2015-01,2015,1,1,BR,ALM,Brazil,Aluminum,USD/ton,1147.6584,5620.7424,BRL,4.897574,28466,18.859,expansion,-39.597,true
2015-01,2015,1,1,BR,LIT,Brazil,Lithium,USD/ton,13635.9176,67229.624,BRL,4.930334,22715,18.183,expansion,-9.094,false
2015-01,2015,1,1,BR,NIC,Brazil,Nickel,USD/ton,8345.5839,41527.9144,BRL,4.976035,15107,26.136,expansion,-40.389,true
2015-01,2015,1,1,BR,REE,Brazil,Rare Earth,USD/ton,41881.3494,208681.4303,BRL,4.982682,8545,20.426,expansion,-6.93,false
2015-01,2015,1,1,BR,SEM,Brazil,Semiconductors,USD/unit,4.8609,24.0324,BRL,4.944054,44348,14.067,expansion,-11.621,false
2015-01,2015,1,1,BR,RBR,Brazil,Rubber,USD/ton,1229.9952,6199.7831,BRL,5.040494,7525,10.25,expansion,-12.143,false
2015-01,2015,1,1,BR,TIM,Brazil,Timber,USD/m³,308.5477,1533.0695,BRL,4.968663,8407,11.145,expansion,-11.844,false
2015-01,2015,1,1,BR,CEM,Brazil,Cement,USD/ton,105.7508,524.6127,BRL,4.960837,28282,8.156,expansion,-11.874,false
2015-01,2015,1,1,BR,GLS,Brazil,Glass,USD/ton,699.8547,3537.529,BRL,5.054662,40237,9.381,expansion,-12.518,false
2015-01,2015,1,1,BR,PAP,Brazil,Paper,USD/ton,566.0795,2790.2896,BRL,4.929148,47018,8.519,expansion,-12.911,false
2015-01,2015,1,1,KR,STL,South Korea,Steel,USD/ton,330.986,445208.2986,KRW,1345.097186,26016,14.257,expansion,-26.448,true
2015-01,2015,1,1,KR,COP,South Korea,Copper,USD/ton,4357.1528,5877017.2277,KRW,1348.820536,34174,16.707,expansion,-24.877,true
2015-01,2015,1,1,KR,PLA,South Korea,Plastic,USD/ton,1184.6157,1591094.0745,KRW,1343.130989,12041,6.692,expansion,7.692,false
2015-01,2015,1,1,KR,CTN,South Korea,Cotton,USD/ton,1572.1147,2111866.7581,KRW,1343.328667,7408,7.683,expansion,4.808,false
2015-01,2015,1,1,KR,SLC,South Korea,Silicon,USD/ton,2276.1102,3040946.7144,KRW,1336.027905,13416,10.211,expansion,3.46,false
2015-01,2015,1,1,KR,ALM,South Korea,Aluminum,USD/ton,1378.9705,1870489.91,KRW,1356.439389,17374,14.598,expansion,-27.423,true
2015-01,2015,1,1,KR,LIT,South Korea,Lithium,USD/ton,16384.8927,21994693.4331,KRW,1342.376407,45187,18.231,expansion,9.233,false
2015-01,2015,1,1,KR,NIC,South Korea,Nickel,USD/ton,10175.2722,13639237.3399,KRW,1340.429728,26947,21.562,expansion,-27.319,true
2015-01,2015,1,1,KR,REE,South Korea,Rare Earth,USD/ton,48654.5085,64514380.837,KRW,1325.969223,13935,20.842,expansion,8.121,false
2015-01,2015,1,1,KR,SEM,South Korea,Semiconductors,USD/unit,5.8027,7724.1553,KRW,1331.13249,42293,11.926,expansion,5.504,false
2015-01,2015,1,1,KR,RBR,South Korea,Rubber,USD/ton,1489.183,1976634.8672,KRW,1327.328375,13614,8.23,expansion,6.37,false
2015-01,2015,1,1,KR,TIM,South Korea,Timber,USD/m³,369.2428,497650.8686,KRW,1347.76063,20032,8.924,expansion,5.498,false
2015-01,2015,1,1,KR,CEM,South Korea,Cement,USD/ton,125.2298,168226.5899,KRW,1343.343611,23790,5.525,expansion,4.358,false
2015-01,2015,1,1,KR,GLS,South Korea,Glass,USD/ton,852.2552,1146102.2742,KRW,1344.787648,42472,7.286,expansion,6.532,false
2015-01,2015,1,1,KR,PAP,South Korea,Paper,USD/ton,682.5188,913038.1383,KRW,1337.747948,25804,5.751,expansion,5.003,false
2015-01,2015,1,1,MX,STL,Mexico,Steel,USD/ton,289.0399,5036.4897,MXN,17.424892,39610,17.519,expansion,-35.769,true
2015-01,2015,1,1,MX,COP,Mexico,Copper,USD/ton,3814.1731,65823.2255,MXN,17.257535,74973,19.983,expansion,-34.238,true
2015-01,2015,1,1,MX,PLA,Mexico,Plastic,USD/ton,989.6389,16950.4535,MXN,17.127918,3671,7.511,expansion,-10.033,false
2015-01,2015,1,1,MX,CTN,Mexico,Cotton,USD/ton,1324.0563,22990.9362,MXN,17.364018,12678,10.105,expansion,-11.73,false
2015-01,2015,1,1,MX,SLC,Mexico,Silicon,USD/ton,1998.3861,34480.6655,MXN,17.254256,4595,12.207,expansion,-9.164,false
2015-01,2015,1,1,MX,ALM,Mexico,Aluminum,USD/ton,1199.1584,20603.6805,MXN,17.181784,46827,17.91,expansion,-36.886,true
2015-01,2015,1,1,MX,LIT,Mexico,Lithium,USD/ton,14551.6638,250986.4636,MXN,17.247956,7429,16.046,expansion,-2.989,false
2015-01,2015,1,1,MX,NIC,Mexico,Nickel,USD/ton,9010.3813,154665.5354,MXN,17.16526,3540,24.474,expansion,-35.64,true
2015-01,2015,1,1,MX,REE,Mexico,Rare Earth,USD/ton,39285.8286,684996.4871,MXN,17.436223,31048,22.444,expansion,-12.698,false
2015-01,2015,1,1,MX,SEM,Mexico,Semiconductors,USD/unit,4.9352,86.5381,MXN,17.534756,47513,13.594,expansion,-10.268,false
2015-01,2015,1,1,MX,RBR,Mexico,Rubber,USD/ton,1230.1774,21371.7202,MXN,17.372877,40202,10.246,expansion,-12.13,false
2015-01,2015,1,1,MX,TIM,Mexico,Timber,USD/m³,320.4595,5552.3013,MXN,17.326064,39736,9.954,expansion,-8.44,false
2015-01,2015,1,1,MX,CEM,Mexico,Cement,USD/ton,107.8273,1870.355,MXN,17.345836,44513,7.55,expansion,-10.144,false
2015-01,2015,1,1,MX,GLS,Mexico,Glass,USD/ton,719.4043,12535.2697,MXN,17.424512,41757,8.526,expansion,-10.074,false
2015-01,2015,1,1,MX,PAP,Mexico,Paper,USD/ton,582.7402,10046.0268,MXN,17.239289,12791,7.622,expansion,-10.348,false
2015-01,2015,1,1,TH,STL,Thailand,Steel,USD/ton,257.4409,9069.2206,THB,35.228362,3149,19.977,expansion,-42.791,true
2015-01,2015,1,1,TH,COP,Thailand,Copper,USD/ton,3543.2157,126609.1056,THB,35.732825,44882,21.619,expansion,-38.91,true
2015-01,2015,1,1,TH,PLA,Thailand,Plastic,USD/ton,917.0108,32541.2772,THB,35.486252,12111,9.822,expansion,-16.635,false
2015-01,2015,1,1,TH,CTN,Thailand,Cotton,USD/ton,1226.6084,44298.1427,THB,36.114332,42921,12.379,expansion,-18.226,true
2015-01,2015,1,1,TH,SLC,Thailand,Silicon,USD/ton,1799.5979,64510.4829,THB,35.847165,16240,15.37,expansion,-18.2,true
2015-01,2015,1,1,TH,ALM,Thailand,Aluminum,USD/ton,1099.9622,39146.4087,THB,35.588867,1992,19.738,expansion,-42.107,true
2015-01,2015,1,1,TH,LIT,Thailand,Lithium,USD/ton,12910.7877,468354.8682,THB,36.276243,14281,19.875,expansion,-13.928,false
2015-01,2015,1,1,TH,NIC,Thailand,Nickel,USD/ton,8098.7935,290093.6439,THB,35.819365,27593,26.753,expansion,-42.151,true
2015-01,2015,1,1,TH,REE,Thailand,Rare Earth,USD/ton,39679.7305,1435425.0674,THB,36.175273,18417,22.138,expansion,-11.823,false
2015-01,2015,1,1,TH,SEM,Thailand,Semiconductors,USD/unit,4.4432,158.3749,THB,35.644607,41716,16.725,expansion,-19.215,true
2015-01,2015,1,1,TH,RBR,Thailand,Rubber,USD/ton,1149.4002,41085.9695,THB,35.745574,32716,12.265,expansion,-17.9,false
2015-01,2015,1,1,TH,TIM,Thailand,Timber,USD/m³,292.8933,10524.5361,THB,35.933001,18563,12.711,expansion,-16.316,false
2015-01,2015,1,1,TH,CEM,Thailand,Cement,USD/ton,98.6755,3484.5832,THB,35.313572,23803,10.22,expansion,-17.77,false
2015-01,2015,1,1,TH,GLS,Thailand,Glass,USD/ton,664.2716,23837.3978,THB,35.885019,9286,10.938,expansion,-16.966,false
2015-01,2015,1,1,TH,PAP,Thailand,Paper,USD/ton,551.9083,19782.1227,THB,35.843136,5657,9.282,expansion,-15.091,false
2015-01,2015,1,1,PL,STL,Poland,Steel,USD/ton,302.7396,1209.2988,PLN,3.994518,38720,16.454,expansion,-32.725,true
2015-01,2015,1,1,PL,COP,Poland,Copper,USD/ton,4102.8596,16651.1094,PLN,4.058416,66122,18.241,expansion,-29.261,true
2015-01,2015,1,1,PL,PLA,Poland,Plastic,USD/ton,1051.954,4228.3649,PLN,4.019534,13083,5.529,expansion,-4.368,false
2015-01,2015,1,1,PL,CTN,Poland,Cotton,USD/ton,1441.7025,5826.3824,PLN,4.041321,39162,7.36,expansion,-3.886,false
2015-01,2015,1,1,PL,SLC,Poland,Silicon,USD/ton,2103.9074,8482.2593,PLN,4.03167,43145,10.529,expansion,-4.368,false
2015-01,2015,1,1,PL,ALM,Poland,Aluminum,USD/ton,1256.3373,5076.5338,PLN,4.040741,39576,16.857,expansion,-33.877,true
2015-01,2015,1,1,PL,LIT,Poland,Lithium,USD/ton,14341.5684,56775.2634,PLN,3.95879,26301,16.536,expansion,-4.39,false
2015-01,2015,1,1,PL,NIC,Poland,Nickel,USD/ton,9348.0799,37727.0946,PLN,4.035812,47052,23.63,expansion,-33.228,true
2015-01,2015,1,1,PL,REE,Poland,Rare Earth,USD/ton,46135.7464,185737.2994,PLN,4.025887,40121,18.883,expansion,2.524,false
2015-01,2015,1,1,PL,SEM,Poland,Semiconductors,USD/unit,5.3418,21.4692,PLN,4.019067,27031,11.006,expansion,-2.876,false
2015-01,2015,1,1,PL,RBR,Poland,Rubber,USD/ton,1326.0592,5448.6168,PLN,4.108879,2580,7.849,expansion,-5.281,false
2015-01,2015,1,1,PL,TIM,Poland,Timber,USD/m³,328.8439,1320.8039,PLN,4.016507,12822,9.116,expansion,-6.045,false
2015-01,2015,1,1,PL,CEM,Poland,Cement,USD/ton,114.5924,459.9253,PLN,4.013576,7450,5.577,expansion,-4.506,false
2015-01,2015,1,1,PL,GLS,Poland,Glass,USD/ton,751.3955,3022.3969,PLN,4.022378,31932,7.126,expansion,-6.076,false
2015-01,2015,1,1,PL,PAP,Poland,Paper,USD/ton,615.7794,2478.7916,PLN,4.025454,41633,5.843,expansion,-5.265,false
2015-01,2015,1,1,TR,STL,Turkey,Steel,USD/ton,277.2781,7493.7902,TRY,27.026257,48149,18.434,expansion,-38.383,true
2015-01,2015,1,1,TR,COP,Turkey,Copper,USD/ton,3711.4974,100778.8217,TRY,27.153144,30233,20.603,expansion,-36.009,true
2015-01,2015,1,1,TR,PLA,Turkey,Plastic,USD/ton,946.2958,25538.9681,TRY,26.988356,17044,8.891,expansion,-13.973,false
2015-01,2015,1,1,TR,CTN,Turkey,Cotton,USD/ton,1331.5418,36252.6838,TRY,27.226095,2656,9.931,expansion,-11.231,false
2015-01,2015,1,1,TR,SLC,Turkey,Silicon,USD/ton,1930.5091,52066.4389,TRY,26.970315,32399,13.287,expansion,-12.25,false
2015-01,2015,1,1,TR,ALM,Turkey,Aluminum,USD/ton,1136.7649,31152.3738,TRY,27.404413,34239,19.06,expansion,-40.17,true
2015-01,2015,1,1,TR,LIT,Turkey,Lithium,USD/ton,13403.724,361404.8518,TRY,26.963018,6919,18.725,expansion,-10.642,false
2015-01,2015,1,1,TR,NIC,Turkey,Nickel,USD/ton,8972.6898,245304.1247,TRY,27.338973,4079,24.568,expansion,-35.909,true
2015-01,2015,1,1,TR,REE,Turkey,Rare Earth,USD/ton,38115.05,1048902.9461,TRY,27.519391,2302,23.355,expansion,-15.3,false
2015-01,2015,1,1,TR,SEM,Turkey,Semiconductors,USD/unit,4.9307,134.3045,TRY,27.238395,3393,13.623,expansion,-10.351,false
2015-01,2015,1,1,TR,RBR,Turkey,Rubber,USD/ton,1230.3046,33301.5557,TRY,27.067732,37527,10.242,expansion,-12.121,false
2015-01,2015,1,1,TR,TIM,Turkey,Timber,USD/m³,304.7089,8257.8199,TRY,27.100685,36871,11.529,expansion,-12.94,false
2015-01,2015,1,1,TR,CEM,Turkey,Cement,USD/ton,104.3058,2824.2511,TRY,27.076636,40549,8.577,expansion,-13.078,false
2015-01,2015,1,1,TR,GLS,Turkey,Glass,USD/ton,707.003,19367.6366,TRY,27.393997,3465,9.069,expansion,-11.625,false
2015-01,2015,1,1,TR,PAP,Turkey,Paper,USD/ton,562.2175,15166.5953,TRY,26.976382,17647,8.727,expansion,-13.505,false
2015-01,2015,1,1,ZA,STL,South Africa,Steel,USD/ton,274.4751,5064.4843,ZAR,18.451527,10121,18.652,expansion,-39.006,true
2015-01,2015,1,1,ZA,COP,South Africa,Copper,USD/ton,3714.1133,69919.3463,ZAR,18.825313,23672,20.587,expansion,-35.964,true
2015-01,2015,1,1,ZA,PLA,South Africa,Plastic,USD/ton,926.5118,16949.4557,ZAR,18.293837,36188,9.52,expansion,-15.772,false
2015-01,2015,1,1,ZA,CTN,South Africa,Cotton,USD/ton,1247.0873,23096.0942,ZAR,18.52003,42648,11.901,expansion,-16.861,false
2015-01,2015,1,1,ZA,SLC,South Africa,Silicon,USD/ton,1856.5225,34326.8473,ZAR,18.489863,12222,14.464,expansion,-15.613,false
2015-01,2015,1,1,ZA,ALM,South Africa,Aluminum,USD/ton,1120.0763,20599.8265,ZAR,18.391449,18142,19.367,expansion,-41.049,true
2015-01,2015,1,1,ZA,LIT,South Africa,Lithium,USD/ton,13068.9311,245377.9749,ZAR,18.775673,7173,19.506,expansion,-12.874,false
2015-01,2015,1,1,ZA,NIC,South Africa,Nickel,USD/ton,8800.7289,163374.018,ZAR,18.563692,4134,24.998,expansion,-37.138,true
2015-01,2015,1,1,ZA,REE,South Africa,Rare Earth,USD/ton,37115.9257,687583.89,ZAR,18.525306,16084,24.132,expansion,-17.52,false
2015-01,2015,1,1,ZA,SEM,South Africa,Semiconductors,USD/unit,4.7251,86.3651,ZAR,18.277951,32151,14.931,expansion,-14.089,false
2015-01,2015,1,1,ZA,RBR,South Africa,Rubber,USD/ton,1187.1517,22125.244,ZAR,18.637251,14653,11.321,expansion,-15.203,false
