date,currency,country_code,rate_to_usd,volatility_30d
2016-09,THB,TH,33.920003,0.00781
2016-09,PLN,PL,4.006336,0.00781
2016-09,TRY,TR,28.023949,0.00781
2016-09,ZAR,ZA,18.645035,0.00781
2016-09,AUD,AU,1.569032,0.00781
2016-09,CAD,CA,1.36946,0.00781
2016-10,INR,IN,84.314797,0.01102
2016-10,CNY,CN,6.94874,0.01102
2016-10,USD,US,1.025704,0.01102
2016-10,EUR,DE,0.907314,0.01102
2016-10,JPY,JP,142.582227,0.01102
2016-10,VND,VN,24723.116642,0.01102
2016-10,BRL,BR,4.898577,0.01102
2016-10,KRW,KR,1291.336646,0.01102
2016-10,MXN,MX,16.697799,0.01102
2016-10,THB,TH,34.364024,0.01102
2016-10,PLN,PL,3.918315,0.01102
2016-10,TRY,TR,27.76355,0.01102
2016-10,ZAR,ZA,18.374328,0.01102
2016-10,AUD,AU,1.587228,0.01102
2016-10,CAD,CA,1.361506,0.01102
2016-11,INR,IN,83.860915,0.01403
2016-11,CNY,CN,7.096908,0.01403
2016-11,USD,US,1.01562,0.01403
2016-11,EUR,DE,0.902509,0.01403
2016-11,JPY,JP,144.71986,0.01403
2016-11,VND,VN,24789.609613,0.01403
2016-11,BRL,BR,4.827702,0.01403
2016-11,KRW,KR,1308.158057,0.01403
2016-11,MXN,MX,16.649191,0.01403
2016-11,THB,TH,34.399379,0.01403
2016-11,PLN,PL,3.976868,0.01403
2016-11,TRY,TR,27.856461,0.01403
2016-11,ZAR,ZA,18.329764,0.01403
2016-11,AUD,AU,1.586007,0.01403
2016-11,CAD,CA,1.354352,0.01403
2016-12,INR,IN,84.295004,0.01676
2016-12,CNY,CN,6.977312,0.01676
2016-12,USD,US,1.022336,0.01676
2016-12,EUR,DE,0.902016,0.01676
2016-12,JPY,JP,144.020691,0.01676
2016-12,VND,VN,24685.067211,0.01676
2016-12,BRL,BR,4.768717,0.01676
2016-12,KRW,KR,1276.666929,0.01676
2016-12,MXN,MX,16.877362,0.01676
2016-12,THB,TH,34.555936,0.01676
2016-12,PLN,PL,3.887099,0.01676
2016-12,TRY,TR,27.887793,0.01676
2016-12,ZAR,ZA,18.272637,0.01676
2016-12,AUD,AU,1.570223,0.01676
2016-12,CAD,CA,1.368372,0.01676
2017-01,INR,IN,83.63762,0.01914
2017-01,CNY,CN,7.03582,0.01914
2017-01,USD,US,1.022259,0.01914
2017-01,EUR,DE,0.898377,0.01914
2017-01,JPY,JP,142.91491,0.01914
2017-01,VND,VN,24968.996027,0.01914
2017-01,BRL,BR,4.804121,0.01914
2017-01,KRW,KR,1289.094403,0.01914
2017-01,MXN,MX,16.877479,0.01914
2017-01,THB,TH,34.331369,0.01914
2017-01,PLN,PL,3.911095,0.01914
2017-01,TRY,TR,27.899544,0.01914
2017-01,ZAR,ZA,18.661322,0.01914
2017-01,AUD,AU,1.556756,0.01914
2017-01,CAD,CA,1.353957,0.01914
2017-02,INR,IN,83.686935,0.0211
2017-02,CNY,CN,6.96522,0.0211
2017-02,USD,US,1.016446,0.0211
2017-02,EUR,DE,0.912033,0.0211
2017-02,JPY,JP,142.029273,0.0211
2017-02,VND,VN,24979.351621,0.0211
2017-02,BRL,BR,4.752551,0.0211
2017-02,KRW,KR,1283.577385,0.0211
2017-02,MXN,MX,16.788733,0.0211
2017-02,THB,TH,34.544472,0.0211
2017-02,PLN,PL,3.867501,0.0211
2017-02,TRY,TR,27.998072,0.0211
2017-02,ZAR,ZA,18.378229,0.0211
2017-02,AUD,AU,1.564502,0.0211
2017-02,CAD,CA,1.371634,0.0211
2017-03,INR,IN,84.462094,0.02258
2017-03,CNY,CN,6.9621,0.02258
2017-03,USD,US,1.010574,0.02258
2017-03,EUR,DE,0.902062,0.02258
2017-03,JPY,JP,144.463068,0.02258
2017-03,VND,VN,24725.336957,0.02258
2017-03,BRL,BR,4.837811,0.02258
2017-03,KRW,KR,1294.637896,0.02258
2017-03,MXN,MX,16.702724,0.02258
2017-03,THB,TH,34.077939,0.02258
2017-03,PLN,PL,3.924144,0.02258
2017-03,TRY,TR,27.996568,0.02258
2017-03,ZAR,ZA,18.246313,0.02258
2017-03,AUD,AU,1.539866,0.02258
2017-03,CAD,CA,1.343014,0.02258
2017-04,INR,IN,85.79051,0.02355
2017-04,CNY,CN,6.990217,0.02355
2017-04,USD,US,1.009636,0.02355
2017-04,EUR,DE,0.906885,0.02355
2017-04,JPY,JP,145.683632,0.02355
2017-04,VND,VN,24772.842706,0.02355
2017-04,BRL,BR,4.832616,0.02355
2017-04,KRW,KR,1302.259309,0.02355
2017-04,MXN,MX,16.493756,0.02355
2017-04,THB,TH,34.406482,0.02355
2017-04,PLN,PL,3.867162,0.02355
2017-04,TRY,TR,27.847809,0.02355
2017-04,ZAR,ZA,18.329893,0.02355
2017-04,AUD,AU,1.568964,0.02355
2017-04,CAD,CA,1.332083,0.02355
2017-05,INR,IN,85.387011,0.02398
2017-05,CNY,CN,6.987755,0.02398
2017-05,USD,US,1.008205,0.02398
2017-05,EUR,DE,0.915689,0.02398
2017-05,JPY,JP,145.646265,0.02398
2017-05,VND,VN,24528.801175,0.02398
2017-05,BRL,BR,4.737117,0.02398
2017-05,KRW,KR,1295.226153,0.02398
2017-05,MXN,MX,16.525772,0.02398
2017-05,THB,TH,34.843539,0.02398
2017-05,PLN,PL,3.921297,0.02398
2017-05,TRY,TR,27.768927,0.02398
2017-05,ZAR,ZA,18.115726,0.02398
2017-05,AUD,AU,1.559307,0.02398
2017-05,CAD,CA,1.339665,0.02398
2017-06,INR,IN,84.19638,0.02385
2017-06,CNY,CN,6.959834,0.02385
2017-06,USD,US,0.997319,0.02385
2017-06,EUR,DE,0.920529,0.02385
2017-06,JPY,JP,146.342006,0.02385
2017-06,VND,VN,24250.556128,0.02385
2017-06,BRL,BR,4.842899,0.02385
2017-06,KRW,KR,1307.603068,0.02385
2017-06,MXN,MX,16.529709,0.02385
2017-06,THB,TH,34.238997,0.02385
2017-06,PLN,PL,3.87754,0.02385
2017-06,TRY,TR,27.982172,0.02385
2017-06,ZAR,ZA,18.377244,0.02385
2017-06,AUD,AU,1.550551,0.02385
2017-06,CAD,CA,1.34934,0.02385
2017-07,INR,IN,85.66212,0.02318
2017-07,CNY,CN,6.977783,0.02318
2017-07,USD,US,1.003491,0.02318
2017-07,EUR,DE,0.921234,0.02318
2017-07,JPY,JP,143.236346,0.02318
2017-07,VND,VN,24482.846121,0.02318
2017-07,BRL,BR,4.789634,0.02318
2017-07,KRW,KR,1316.888974,0.02318
2017-07,MXN,MX,16.610426,0.02318
2017-07,THB,TH,34.529219,0.02318
2017-07,PLN,PL,3.881074,0.02318
2017-07,TRY,TR,28.114665,0.02318
2017-07,ZAR,ZA,18.152228,0.02318
2017-07,AUD,AU,1.548558,0.02318
2017-07,CAD,CA,1.308763,0.02318
2017-08,INR,IN,84.975149,0.02197
2017-08,CNY,CN,6.965318,0.02197
2017-08,USD,US,0.987516,0.02197
2017-08,EUR,DE,0.923612,0.02197
2017-08,JPY,JP,141.470984,0.02197
2017-08,VND,VN,24423.502862,0.02197
2017-08,BRL,BR,4.781856,0.02197
2017-08,KRW,KR,1319.941986,0.02197
2017-08,MXN,MX,16.406547,0.02197
2017-08,THB,TH,34.544412,0.02197
2017-08,PLN,PL,3.889548,0.02197
2017-08,TRY,TR,28.042363,0.02197
2017-08,ZAR,ZA,18.134567,0.02197
2017-08,AUD,AU,1.543056,0.02197
2017-08,CAD,CA,1.328617,0.02197
2017-09,INR,IN,86.910526,0.02027
2017-09,CNY,CN,6.749962,0.02027
2017-09,USD,US,0.99905,0.02027
2017-09,EUR,DE,0.922404,0.02027
2017-09,JPY,JP,145.950727,0.02027
2017-09,VND,VN,24639.416389,0.02027
2017-09,BRL,BR,4.781238,0.02027
2017-09,KRW,KR,1308.458335,0.02027
2017-09,MXN,MX,16.499004,0.02027
2017-09,THB,TH,34.318458,0.02027
2017-09,PLN,PL,3.828243,0.02027
2017-09,TRY,TR,27.248847,0.02027
2017-09,ZAR,ZA,18.31274,0.02027
2017-09,AUD,AU,1.556865,0.02027
2017-09,CAD,CA,1.346488,0.02027
2017-10,INR,IN,85.696059,0.01811
2017-10,CNY,CN,6.840013,0.01811
2017-10,USD,US,1.00494,0.01811
2017-10,EUR,DE,0.925654,0.01811
2017-10,JPY,JP,146.411985,0.01811
2017-10,VND,VN,24342.023996,0.01811
2017-10,BRL,BR,4.844762,0.01811
2017-10,KRW,KR,1316.899702,0.01811
2017-10,MXN,MX,16.496128,0.01811
2017-10,THB,TH,34.114314,0.01811
2017-10,PLN,PL,3.85519,0.01811
2017-10,TRY,TR,27.318657,0.01811
2017-10,ZAR,ZA,18.048053,0.01811
2017-10,AUD,AU,1.548231,0.01811
2017-10,CAD,CA,1.322933,0.01811
2017-11,INR,IN,84.719331,0.01556
2017-11,CNY,CN,6.787299,0.01556
2017-11,USD,US,0.988121,0.01556
2017-11,EUR,DE,0.913618,0.01556
2017-11,JPY,JP,144.691796,0.01556
2017-11,VND,VN,24255.226431,0.01556
2017-11,BRL,BR,4.862686,0.01556
2017-11,KRW,KR,1322.23906,0.01556
2017-11,MXN,MX,16.668585,0.01556
2017-11,THB,TH,34.780348,0.01556
2017-11,PLN,PL,3.865194,0.01556
2017-11,TRY,TR,27.1254,0.01556
2017-11,ZAR,ZA,18.071021,0.01556
2017-11,AUD,AU,1.538793,0.01556
2017-11,CAD,CA,1.319069,0.01556
2017-12,INR,IN,85.140115,0.0127
2017-12,CNY,CN,6.894877,0.0127
2017-12,USD,US,0.967822,0.0127
2017-12,EUR,DE,0.914194,0.0127
2017-12,JPY,JP,146.918394,0.0127
2017-12,VND,VN,24227.978705,0.0127
2017-12,BRL,BR,4.85788,0.0127
2017-12,KRW,KR,1327.024763,0.0127
2017-12,MXN,MX,16.761454,0.0127
2017-12,THB,TH,34.915985,0.0127
2017-12,PLN,PL,3.851051,0.0127
2017-12,TRY,TR,27.141177,0.0127
2017-12,ZAR,ZA,17.930323,0.0127
2017-12,AUD,AU,1.536919,0.0127
2017-12,CAD,CA,1.322917,0.0127
2018-01,INR,IN,86.988155,0.00959
2018-01,CNY,CN,6.90702,0.00959
2018-01,USD,US,0.979888,0.00959
2018-01,EUR,DE,0.926727,0.00959
2018-01,JPY,JP,145.814918,0.00959
2018-01,VND,VN,24567.525569,0.00959
2018-01,BRL,BR,4.80546,0.00959
2018-01,KRW,KR,1332.282054,0.00959
2018-01,MXN,MX,16.736312,0.00959
2018-01,THB,TH,34.735669,0.00959
2018-01,PLN,PL,3.84013,0.00959
2018-01,TRY,TR,27.44486,0.00959
2018-01,ZAR,ZA,17.833277,0.00959
2018-01,AUD,AU,1.533434,0.00959
2018-01,CAD,CA,1.314301,0.00959
2018-02,INR,IN,85.693309,0.00633
2018-02,CNY,CN,6.802875,0.00633
2018-02,USD,US,0.988217,0.00633
2018-02,EUR,DE,0.920201,0.00633
2018-02,JPY,JP,145.155998,0.00633
2018-02,VND,VN,24156.442983,0.00633
2018-02,BRL,BR,4.791562,0.00633
2018-02,KRW,KR,1342.913966,0.00633
2018-02,MXN,MX,16.664559,0.00633
2018-02,THB,TH,35.457936,0.00633
2018-02,PLN,PL,3.853388,0.00633
2018-02,TRY,TR,27.248496,0.00633
2018-02,ZAR,ZA,17.828849,0.00633
2018-02,AUD,AU,1.524779,0.00633
2018-02,CAD,CA,1.317233,0.00633
2018-03,INR,IN,85.819288,0.005
2018-03,CNY,CN,6.783467,0.005
2018-03,USD,US,0.983544,0.005
2018-03,EUR,DE,0.941086,0.005
2018-03,JPY,JP,146.079074,0.005
2018-03,VND,VN,23871.101137,0.005
2018-03,BRL,BR,4.814201,0.005
2018-03,KRW,KR,1337.232938,0.005
2018-03,MXN,MX,16.681749,0.005
2018-03,THB,TH,34.616729,0.005
2018-03,PLN,PL,3.821277,0.005
2018-03,TRY,TR,27.013374,0.005
2018-03,ZAR,ZA,17.93958,0.005
2018-03,AUD,AU,1.517635,0.005
2018-03,CAD,CA,1.304986,0.005
2018-04,INR,IN,86.504686,0.0083
2018-04,CNY,CN,6.86053,0.0083
2018-04,USD,US,0.983312,0.0083
2018-04,EUR,DE,0.944332,0.0083
2018-04,JPY,JP,146.139328,0.0083
2018-04,VND,VN,23968.77235,0.0083
2018-04,BRL,BR,4.751405,0.0083
2018-04,KRW,KR,1370.598295,0.0083
2018-04,MXN,MX,16.693133,0.0083
2018-04,THB,TH,35.080515,0.0083
2018-04,PLN,PL,3.900556,0.0083
2018-04,TRY,TR,27.330508,0.0083
2018-04,ZAR,ZA,18.014017,0.0083
2018-04,AUD,AU,1.530993,0.0083
2018-04,CAD,CA,1.31254,0.0083
2018-05,INR,IN,84.431179,0.01148
2018-05,CNY,CN,6.941076,0.01148
2018-05,USD,US,0.978529,0.01148
2018-05,EUR,DE,0.928988,0.01148
2018-05,JPY,JP,148.651676,0.01148
2018-05,VND,VN,24269.474004,0.01148
2018-05,BRL,BR,4.832418,0.01148
2018-05,KRW,KR,1340.565339,0.01148
2018-05,MXN,MX,16.488027,0.01148
2018-05,THB,TH,34.827898,0.01148
2018-05,PLN,PL,3.864628,0.01148
2018-05,TRY,TR,27.22804,0.01148
2018-05,ZAR,ZA,17.794042,0.01148
2018-05,AUD,AU,1.522935,0.01148
2018-05,CAD,CA,1.319898,0.01148
2018-06,INR,IN,86.399618,0.01446
2018-06,CNY,CN,6.816209,0.01446
2018-06,USD,US,0.976037,0.01446
2018-06,EUR,DE,0.948416,0.01446
2018-06,JPY,JP,147.47319,0.01446
2018-06,VND,VN,23756.413056,0.01446
2018-06,BRL,BR,4.805997,0.01446
2018-06,KRW,KR,1353.971176,0.01446
2018-06,MXN,MX,16.713976,0.01446
2018-06,THB,TH,34.966867,0.01446
2018-06,PLN,PL,3.820464,0.01446
2018-06,TRY,TR,26.877666,0.01446
2018-06,ZAR,ZA,17.840428,0.01446
2018-06,AUD,AU,1.489211,0.01446
2018-06,CAD,CA,1.299895,0.01446
2018-07,INR,IN,85.911038,0.01714
2018-07,CNY,CN,6.89861,0.01714
2018-07,USD,US,0.976777,0.01714
2018-07,EUR,DE,0.953176,0.01714
2018-07,JPY,JP,149.285186,0.01714
2018-07,VND,VN,23725.708217,0.01714
2018-07,BRL,BR,4.853875,0.01714
